shipment_id,supplier_id,product_id,shipment_date,expected_delivery,actual_delivery,status
SHIP-000596,SUP-009,PROD-0024,2024-09-07,2024-09-23,2024-09-25,Delivered
SHIP-000597,SUP-013,PROD-0054,2024-01-13,2024-01-29,2024-01-30,Delivered
SHIP-000598,SUP-015,PROD-0009,2024-08-05,2024-09-01,2024-08-30,Delivered
SHIP-000599,SUP-003,PROD-0048,2024-04-06,2024-04-26,2024-04-24,Delivered
SHIP-000600,SUP-016,PROD-0035,2024-06-13,2024-06-18,2024-06-21,Delayed
SHIP-000601,SUP-013,PROD-0083,2024-03-01,2024-03-17,2024-03-25,Delayed
SHIP-000602,SUP-018,PROD-0056,2024-09-08,2024-09-30,2024-10-01,Delivered
SHIP-000603,SUP-015,PROD-0080,2024-04-17,2024-05-14,2024-05-17,Delayed
SHIP-000604,SUP-010,PROD-0028,2024-10-04,2024-10-25,2024-10-26,Delivered
SHIP-000605,SUP-006,PROD-0057,2024-06-06,2024-06-25,2024-06-24,Delivered
SHIP-000606,SUP-019,PROD-0048,2024-09-18,2024-09-22,2024-09-22,Delivered
SHIP-000607,SUP-004,PROD-0041,2024-01-02,2024-01-18,2024-01-18,Delivered
SHIP-000608,SUP-002,PROD-0098,2024-06-10,2024-07-04,2024-07-02,Delivered
SHIP-000609,SUP-014,PROD-0055,2024-07-08,2024-07-15,2024-07-17,Delivered
SHIP-000610,SUP-019,PROD-0012,2024-07-03,2024-07-07,2024-07-07,Delivered
SHIP-000611,SUP-005,PROD-0019,2024-01-29,2024-02-03,2024-02-03,Delivered
SHIP-000612,SUP-007,PROD-0087,2024-03-21,2024-04-10,2024-04-08,Delivered
SHIP-000613,SUP-017,PROD-0004,2024-02-17,2024-03-02,2024-03-04,Delivered
SHIP-000614,SUP-010,PROD-0021,2024-09-18,2024-10-09,2024-10-09,Delivered
SHIP-000615,SUP-010,PROD-0061,2024-01-07,2024-01-28,2024-01-26,Delivered
SHIP-000616,SUP-002,PROD-0039,2024-04-16,2024-05-10,2024-05-14,Delayed
SHIP-000617,SUP-008,PROD-0016,2024-09-28,2024-10-21,2024-10-19,Delivered
SHIP-000618,SUP-018,PROD-0021,2024-09-19,2024-10-11,2024-10-09,Delivered
SHIP-000619,SUP-011,PROD-0080,2024-05-28,2024-06-27,2024-06-25,Delivered
SHIP-000620,SUP-010,PROD-0031,2024-01-02,2024-01-23,2024-01-21,Delivered
SHIP-000621,SUP-001,PROD-0028,2024-05-20,2024-05-27,2024-05-27,Delivered
SHIP-000622,SUP-009,PROD-0015,2024-02-04,2024-02-20,2024-02-22,Delivered
SHIP-000623,SUP-008,PROD-0037,2024-11-05,2024-11-28,2024-12-04,Delayed
SHIP-000624,SUP-013,PROD-0068,2024-04-20,2024-05-06,2024-05-11,Delayed
SHIP-000625,SUP-016,PROD-0095,2024-08-30,2024-09-04,2024-09-06,Delivered
SHIP-000626,SUP-003,PROD-0070,2024-03-15,2024-04-04,2024-04-13,Delayed
SHIP-000627,SUP-020,PROD-0019,2024-10-14,2024-11-03,2024-11-05,Delivered
SHIP-000628,SUP-020,PROD-0041,2024-05-15,2024-06-04,2024-06-06,Delivered
SHIP-000629,SUP-016,PROD-0035,2024-08-26,2024-08-31,2024-09-06,Delayed
SHIP-000630,SUP-018,PROD-0048,2024-01-22,2024-02-13,2024-02-12,Delivered
SHIP-000631,SUP-006,PROD-0067,2024-12-11,2024-12-30,2024-12-29,Delivered
SHIP-000632,SUP-013,PROD-0088,2024-07-11,2024-07-27,2024-08-04,Delayed
SHIP-000633,SUP-015,PROD-0037,2024-07-30,2024-08-26,2024-08-24,Delivered
SHIP-000634,SUP-011,PROD-0076,2024-08-12,2024-09-11,2024-09-11,Delivered
SHIP-000635,SUP-012,PROD-0100,2024-03-04,2024-04-01,2024-03-31,Delivered
SHIP-000636,SUP-008,PROD-0044,2024-11-08,2024-12-01,2024-12-03,Delivered
SHIP-000637,SUP-014,PROD-0038,2024-02-14,2024-02-21,2024-02-21,Delivered
SHIP-000638,SUP-009,PROD-0010,2024-10-01,2024-10-17,2024-10-21,Delayed
SHIP-000639,SUP-019,PROD-0094,2024-10-17,2024-10-21,2024-10-22,Delivered
SHIP-000640,SUP-020,PROD-0090,2024-07-18,2024-08-07,2024-08-06,Delivered
SHIP-000641,SUP-020,PROD-0091,2024-08-08,2024-08-28,2024-08-29,Delivered
SHIP-000642,SUP-009,PROD-0040,2024-06-28,2024-07-14,2024-07-13,Delivered
SHIP-000643,SUP-007,PROD-0028,2024-02-13,2024-03-04,2024-03-04,Delivered
SHIP-000644,SUP-014,PROD-0084,2024-12-20,2024-12-27,2025-01-03,Delayed
SHIP-000645,SUP-012,PROD-0077,2024-08-03,2024-08-31,2024-08-29,Delivered
SHIP-000646,SUP-015,PROD-0100,2024-07-07,2024-08-03,2024-08-05,Delivered
SHIP-000647,SUP-008,PROD-0059,2024-10-25,2024-11-17,2024-11-15,Delivered
SHIP-000648,SUP-017,PROD-0025,2024-05-30,2024-06-13,2024-06-12,Delivered
SHIP-000649,SUP-009,PROD-0026,2024-11-30,2024-12-16,2024-12-20,Delayed
SHIP-000650,SUP-008,PROD-0095,2024-09-30,2024-10-23,2024-10-25,Delivered
SHIP-000651,SUP-010,PROD-0052,2024-10-23,2024-11-13,2024-11-14,Delivered
SHIP-000652,SUP-018,PROD-0003,2024-04-26,2024-05-18,2024-05-16,Delivered
SHIP-000653,SUP-016,PROD-0037,2024-03-06,2024-03-11,2024-03-11,Delivered
SHIP-000654,SUP-008,PROD-0044,2024-03-20,2024-04-12,2024-04-11,Delivered
SHIP-000655,SUP-006,PROD-0097,2024-05-03,2024-05-22,2024-05-24,Delivered
SHIP-000656,SUP-006,PROD-0011,2024-09-25,2024-10-14,2024-10-13,Delivered
SHIP-000657,SUP-002,PROD-0060,2024-02-23,2024-03-18,2024-03-19,Delivered
SHIP-000658,SUP-014,PROD-0095,2024-01-03,2024-01-10,2024-01-18,Delayed
SHIP-000659,SUP-008,PROD-0050,2024-01-14,2024-02-06,2024-02-05,Delivered
SHIP-000660,SUP-014,PROD-0060,2024-09-10,2024-09-17,2024-09-15,Delivered
SHIP-000661,SUP-020,PROD-0005,2024-01-13,2024-02-02,2024-02-08,Delayed
SHIP-000662,SUP-005,PROD-0053,2024-10-06,2024-10-11,2024-10-20,Delayed
SHIP-000663,SUP-006,PROD-0081,2024-08-07,2024-08-26,2024-08-27,Delivered
SHIP-000664,SUP-008,PROD-0084,2024-01-21,2024-02-13,2024-02-12,Delivered
SHIP-000665,SUP-011,PROD-0098,2024-07-18,2024-08-17,2024-08-16,Delivered
SHIP-000666,SUP-016,PROD-0091,2024-08-25,2024-08-30,2024-09-01,Delivered
SHIP-000667,SUP-004,PROD-0054,2024-11-06,2024-11-22,2024-11-23,Delivered
SHIP-000668,SUP-019,PROD-0021,2024-04-13,2024-04-17,2024-04-15,Delivered
SHIP-000669,SUP-006,PROD-0081,2024-07-01,2024-07-20,2024-07-21,Delivered
SHIP-000670,SUP-011,PROD-0056,2024-04-09,2024-05-09,2024-05-11,Delivered
SHIP-000671,SUP-013,PROD-0012,2024-09-26,2024-10-12,2024-10-17,Delayed
SHIP-000672,SUP-013,PROD-0018,2024-04-13,2024-04-29,2024-04-27,Delivered
SHIP-000673,SUP-020,PROD-0016,2024-10-15,2024-11-04,2024-11-02,Delivered
SHIP-000674,SUP-006,PROD-0016,2024-11-07,2024-11-26,2024-11-28,Delivered
SHIP-000675,SUP-005,PROD-0099,2024-10-04,2024-10-09,2024-10-10,Delivered
SHIP-000676,SUP-009,PROD-0059,2024-09-12,2024-09-28,2024-09-29,Delivered
SHIP-000677,SUP-006,PROD-0053,2024-07-04,2024-07-23,2024-07-24,Delivered
SHIP-000678,SUP-003,PROD-0098,2024-03-11,2024-03-31,2024-04-02,Delivered
SHIP-000679,SUP-001,PROD-0060,2024-09-16,2024-09-23,2024-09-24,Delivered
SHIP-000680,SUP-001,PROD-0090,2024-04-06,2024-04-13,2024-04-15,Delivered
SHIP-000681,SUP-001,PROD-0049,2024-12-17,2024-12-24,2024-12-22,Delivered
SHIP-000682,SUP-002,PROD-0049,2024-10-05,2024-10-29,2024-11-07,Delayed
SHIP-000683,SUP-004,PROD-0018,2024-01-06,2024-01-22,2024-01-23,Delivered
SHIP-000684,SUP-013,PROD-0025,2024-09-15,2024-10-01,2024-10-03,Delivered
SHIP-000685,SUP-016,PROD-0094,2024-02-02,2024-02-07,2024-02-12,Delayed
SHIP-000686,SUP-020,PROD-0012,2024-09-06,2024-09-26,2024-09-26,Delivered
SHIP-000687,SUP-013,PROD-0044,2024-03-24,2024-04-09,2024-04-11,Delivered
SHIP-000688,SUP-005,PROD-0001,2024-12-10,2024-12-15,2024-12-15,Delivered
SHIP-000689,SUP-002,PROD-0030,2024-01-12,2024-02-05,2024-02-03,Delivered
SHIP-000690,SUP-016,PROD-0065,2024-12-12,2024-12-17,,In Transit
SHIP-000691,SUP-006,PROD-0046,2024-02-21,2024-03-11,2024-03-13,Delivered
SHIP-000692,SUP-010,PROD-0082,2024-08-21,2024-09-11,2024-09-21,Delayed
SHIP-000693,SUP-008,PROD-0027,2024-01-05,2024-01-28,2024-01-26,Delivered
SHIP-000694,SUP-006,PROD-0032,2024-10-12,2024-10-31,2024-10-30,Delivered
SHIP-000695,SUP-005,PROD-0068,2024-05-15,2024-05-20,2024-05-18,Delivered
SHIP-000696,SUP-017,PROD-0094,2024-11-12,2024-11-26,2024-11-26,Delivered
SHIP-000697,SUP-009,PROD-0095,2024-05-12,2024-05-28,2024-05-30,Delivered
SHIP-000698,SUP-007,PROD-0099,2024-08-21,2024-09-10,2024-09-08,Delivered
SHIP-000699,SUP-014,PROD-0017,2024-05-19,2024-05-26,2024-06-01,Delayed
SHIP-000700,SUP-017,PROD-0081,2024-04-08,2024-04-22,2024-04-22,Delivered
SHIP-000701,SUP-006,PROD-0040,2024-10-03,2024-10-22,2024-10-23,Delivered
SHIP-000702,SUP-019,PROD-0097,2024-11-20,2024-11-24,2024-11-22,Delivered
SHIP-000703,SUP-020,PROD-0094,2024-04-03,2024-04-23,2024-04-21,Delivered
SHIP-000704,SUP-005,PROD-0032,2024-12-09,2024-12-14,2024-12-17,Delayed
SHIP-000705,SUP-020,PROD-0008,2024-08-04,2024-08-24,2024-09-02,Delayed
SHIP-000706,SUP-003,PROD-0038,2024-06-01,2024-06-21,2024-06-23,Delivered
SHIP-000707,SUP-011,PROD-0005,2024-10-22,2024-11-21,2024-11-21,Delivered
SHIP-000708,SUP-014,PROD-0014,2024-04-23,2024-04-30,2024-05-02,Delivered
SHIP-000709,SUP-010,PROD-0013,2024-09-12,2024-10-03,2024-10-01,Delivered
SHIP-000710,SUP-012,PROD-0084,2024-12-25,2025-01-22,,In Transit
SHIP-000711,SUP-002,PROD-0039,2024-12-27,2025-01-20,2025-01-26,Delayed
SHIP-000712,SUP-016,PROD-0074,2024-03-05,2024-03-10,2024-03-12,Delivered
SHIP-000713,SUP-007,PROD-0066,2024-09-27,2024-10-17,2024-10-17,Delivered
SHIP-000714,SUP-008,PROD-0098,2024-02-11,2024-03-05,2024-03-05,Delivered
SHIP-000715,SUP-020,PROD-0085,2024-09-06,2024-09-26,2024-09-24,Delivered
SHIP-000716,SUP-014,PROD-0051,2024-04-30,2024-05-07,2024-05-08,Delivered
SHIP-000717,SUP-008,PROD-0035,2024-04-12,2024-05-05,2024-05-05,Delivered
SHIP-000718,SUP-008,PROD-0060,2024-03-26,2024-04-18,2024-04-22,Delayed
SHIP-000719,SUP-001,PROD-0068,2024-09-01,2024-09-08,2024-09-09,Delivered
SHIP-000720,SUP-004,PROD-0100,2024-03-11,2024-03-27,2024-03-29,Delivered
SHIP-000721,SUP-007,PROD-0020,2024-11-04,2024-11-24,2024-11-24,Delivered
SHIP-000722,SUP-015,PROD-0072,2024-05-06,2024-06-02,2024-05-31,Delivered
SHIP-000723,SUP-014,PROD-0060,2024-09-11,2024-09-18,2024-09-23,Delayed
SHIP-000724,SUP-008,PROD-0050,2024-08-18,2024-09-10,2024-09-08,Delivered
SHIP-000725,SUP-011,PROD-0006,2024-06-29,2024-07-29,2024-07-31,Delivered
SHIP-000726,SUP-019,PROD-0066,2024-09-01,2024-09-05,2024-09-04,Delivered
SHIP-000727,SUP-006,PROD-0003,2024-01-17,2024-02-05,2024-02-03,Delivered
SHIP-000728,SUP-015,PROD-0048,2024-08-13,2024-09-09,2024-09-10,Delivered
SHIP-000729,SUP-013,PROD-0039,2024-05-09,2024-05-25,2024-05-29,Delayed
SHIP-000730,SUP-007,PROD-0017,2024-06-19,2024-07-09,2024-07-09,Delivered
SHIP-000731,SUP-014,PROD-0089,2024-07-27,2024-08-03,2024-08-08,Delayed
SHIP-000732,SUP-016,PROD-0039,2024-02-29,2024-03-05,2024-03-06,Delivered
SHIP-000733,SUP-013,PROD-0072,2024-09-18,2024-10-04,2024-10-05,Delivered
SHIP-000734,SUP-008,PROD-0077,2024-06-24,2024-07-17,2024-07-17,Delivered
SHIP-000735,SUP-004,PROD-0049,2024-06-24,2024-07-10,2024-07-10,Delivered
SHIP-000736,SUP-009,PROD-0088,2024-03-17,2024-04-02,2024-04-04,Delivered
SHIP-000737,SUP-007,PROD-0087,2024-08-04,2024-08-24,2024-08-23,Delivered
SHIP-000738,SUP-001,PROD-0098,2024-11-08,2024-11-15,2024-11-17,Delivered
SHIP-000739,SUP-008,PROD-0038,2024-01-29,2024-02-21,2024-02-26,Delayed
SHIP-000740,SUP-013,PROD-0032,2024-03-10,2024-03-26,2024-04-04,Delayed
SHIP-000741,SUP-013,PROD-0049,2024-08-29,2024-09-14,2024-09-12,Delivered
SHIP-000742,SUP-013,PROD-0001,2024-08-09,2024-08-25,2024-08-23,Delivered
SHIP-000743,SUP-006,PROD-0006,2024-06-09,2024-06-28,2024-07-05,Delayed
SHIP-000744,SUP-014,PROD-0029,2024-02-23,2024-03-01,2024-02-29,Delivered
SHIP-000745,SUP-008,PROD-0012,2024-08-12,2024-09-04,2024-09-03,Delivered
SHIP-000746,SUP-020,PROD-0037,2024-10-12,2024-11-01,2024-11-03,Delivered
SHIP-000747,SUP-006,PROD-0012,2024-09-26,2024-10-15,2024-10-14,Delivered
SHIP-000748,SUP-016,PROD-0075,2024-11-11,2024-11-16,2024-11-15,Delivered
SHIP-000749,SUP-006,PROD-0074,2024-10-01,2024-10-20,2024-10-22,Delivered
SHIP-000750,SUP-003,PROD-0012,2024-09-25,2024-10-15,2024-10-14,Delivered
SHIP-000751,SUP-006,PROD-0071,2024-07-02,2024-07-21,2024-07-21,Delivered
SHIP-000752,SUP-006,PROD-0057,2024-08-04,2024-08-23,2024-08-24,Delivered
SHIP-000753,SUP-015,PROD-0038,2024-04-05,2024-05-02,2024-05-03,Delivered
SHIP-000754,SUP-011,PROD-0088,2024-02-14,2024-03-15,2024-03-15,Delivered
SHIP-000755,SUP-017,PROD-0022,2024-07-24,2024-08-07,2024-08-07,Delivered
SHIP-000756,SUP-015,PROD-0043,2024-11-24,2024-12-21,2024-12-23,Delivered
SHIP-000757,SUP-020,PROD-0002,2024-06-08,2024-06-28,2024-06-26,Delivered
SHIP-000758,SUP-002,PROD-0015,2024-12-27,2025-01-20,,Pending
SHIP-000759,SUP-001,PROD-0025,2024-09-03,2024-09-10,2024-09-10,Delivered
SHIP-000760,SUP-017,PROD-0049,2024-01-03,2024-01-17,2024-01-15,Delivered
SHIP-000761,SUP-010,PROD-0057,2024-01-27,2024-02-17,2024-02-16,Delivered
SHIP-000762,SUP-016,PROD-0088,2024-08-07,2024-08-12,2024-08-12,Delivered
SHIP-000763,SUP-016,PROD-0041,2024-07-18,2024-07-23,2024-07-21,Delivered
SHIP-000764,SUP-009,PROD-0081,2024-10-26,2024-11-11,2024-11-15,Delayed
SHIP-000765,SUP-001,PROD-0075,2024-05-25,2024-06-01,2024-05-30,Delivered
SHIP-000766,SUP-004,PROD-0047,2024-10-17,2024-11-02,2024-11-06,Delayed
SHIP-000767,SUP-003,PROD-0096,2024-01-04,2024-01-24,2024-01-22,Delivered
SHIP-000768,SUP-013,PROD-0004,2024-08-08,2024-08-24,2024-08-26,Delivered
SHIP-000769,SUP-001,PROD-0011,2024-06-14,2024-06-21,2024-06-21,Delivered
SHIP-000770,SUP-015,PROD-0040,2024-05-07,2024-06-03,2024-06-01,Delivered
SHIP-000771,SUP-015,PROD-0004,2024-08-30,2024-09-26,2024-10-03,Delayed
SHIP-000772,SUP-020,PROD-0078,2024-07-23,2024-08-12,2024-08-13,Delivered
SHIP-000773,SUP-012,PROD-0096,2024-06-01,2024-06-29,2024-07-04,Delayed
SHIP-000774,SUP-017,PROD-0044,2024-01-03,2024-01-17,2024-01-17,Delivered
SHIP-000775,SUP-009,PROD-0071,2024-04-02,2024-04-18,2024-04-23,Delayed
SHIP-000776,SUP-015,PROD-0047,2024-06-23,2024-07-20,2024-07-22,Delivered
SHIP-000777,SUP-002,PROD-0089,2024-10-19,2024-11-12,2024-11-13,Delivered
SHIP-000778,SUP-001,PROD-0080,2024-12-17,2024-12-24,,Pending
SHIP-000779,SUP-009,PROD-0060,2024-03-21,2024-04-06,2024-04-07,Delivered
SHIP-000780,SUP-006,PROD-0078,2024-07-10,2024-07-29,2024-07-30,Delivered
SHIP-000781,SUP-017,PROD-0052,2024-10-18,2024-11-01,2024-10-30,Delivered
SHIP-000782,SUP-009,PROD-0013,2024-08-17,2024-09-02,2024-09-04,Delivered
SHIP-000783,SUP-012,PROD-0098,2024-12-13,2025-01-10,2025-01-08,Delivered
SHIP-000784,SUP-017,PROD-0044,2024-09-10,2024-09-24,2024-09-24,Delivered
SHIP-000785,SUP-017,PROD-0074,2024-01-01,2024-01-15,2024-01-15,Delivered
SHIP-000786,SUP-013,PROD-0052,2024-01-18,2024-02-03,2024-02-12,Delayed
SHIP-000787,SUP-008,PROD-0095,2024-05-18,2024-06-10,2024-06-11,Delivered
SHIP-000788,SUP-007,PROD-0032,2024-08-03,2024-08-23,2024-08-30,Delayed
SHIP-000789,SUP-015,PROD-0074,2024-05-05,2024-06-01,2024-06-03,Delivered
SHIP-000790,SUP-005,PROD-0097,2024-11-26,2024-12-01,2024-12-02,Delivered
SHIP-000791,SUP-018,PROD-0078,2024-06-22,2024-07-14,2024-07-15,Delivered
SHIP-000792,SUP-011,PROD-0007,2024-12-10,2025-01-09,,In Transit
SHIP-000793,SUP-007,PROD-0030,2024-04-08,2024-04-28,2024-04-29,Delivered
SHIP-000794,SUP-014,PROD-0079,2024-12-10,2024-12-17,,In Transit
SHIP-000795,SUP-018,PROD-0029,2024-01-08,2024-01-30,2024-01-30,Delivered
SHIP-000796,SUP-005,PROD-0008,2024-12-24,2024-12-29,,In Transit
SHIP-000797,SUP-018,PROD-0078,2024-06-24,2024-07-16,2024-07-18,Delivered
SHIP-000798,SUP-012,PROD-0057,2024-09-09,2024-10-07,2024-10-12,Delayed
SHIP-000799,SUP-018,PROD-0037,2024-01-31,2024-02-22,2024-02-20,Delivered
SHIP-000800,SUP-005,PROD-0100,2024-12-10,2024-12-15,,Pending
SHIP-000801,SUP-011,PROD-0010,2024-04-26,2024-05-26,2024-05-24,Delivered
SHIP-000802,SUP-019,PROD-0035,2024-07-23,2024-07-27,2024-08-03,Delayed
SHIP-000803,SUP-012,PROD-0040,2024-04-28,2024-05-26,2024-05-25,Delivered
SHIP-000804,SUP-016,PROD-0083,2024-11-17,2024-11-22,2024-11-27,Delayed
SHIP-000805,SUP-015,PROD-0080,2024-11-04,2024-12-01,2024-12-11,Delayed
SHIP-000806,SUP-004,PROD-0004,2024-12-26,2025-01-11,,Pending
SHIP-000807,SUP-017,PROD-0010,2024-10-30,2024-11-13,2024-11-13,Delivered
SHIP-000808,SUP-002,PROD-0090,2024-12-13,2025-01-06,2025-01-07,Delivered
SHIP-000809,SUP-005,PROD-0069,2024-09-12,2024-09-17,2024-09-17,Delivered
SHIP-000810,SUP-017,PROD-0057,2024-12-28,2025-01-11,2025-01-12,Delivered
SHIP-000811,SUP-008,PROD-0052,2024-03-07,2024-03-30,2024-03-31,Delivered
SHIP-000812,SUP-013,PROD-0007,2024-05-20,2024-06-05,2024-06-15,Delayed
SHIP-000813,SUP-006,PROD-0003,2024-03-17,2024-04-05,2024-04-07,Delivered
SHIP-000814,SUP-020,PROD-0010,2024-04-18,2024-05-08,2024-05-08,Delivered
SHIP-000815,SUP-010,PROD-0038,2024-02-22,2024-03-14,2024-03-12,Delivered
SHIP-000816,SUP-013,PROD-0031,2024-07-28,2024-08-13,2024-08-11,Delivered
SHIP-000817,SUP-001,PROD-0020,2024-01-12,2024-01-19,2024-01-21,Delivered
SHIP-000818,SUP-010,PROD-0027,2024-08-14,2024-09-04,2024-09-04,Delivered
SHIP-000819,SUP-001,PROD-0034,2024-03-29,2024-04-05,2024-04-04,Delivered
SHIP-000820,SUP-017,PROD-0017,2024-10-23,2024-11-06,2024-11-04,Delivered
SHIP-000821,SUP-020,PROD-0038,2024-07-13,2024-08-02,2024-08-01,Delivered
SHIP-000822,SUP-005,PROD-0078,2024-03-03,2024-03-08,2024-03-07,Delivered
SHIP-000823,SUP-004,PROD-0038,2024-08-04,2024-08-20,2024-08-20,Delivered
SHIP-000824,SUP-015,PROD-0082,2024-11-05,2024-12-02,2024-11-30,Delivered
SHIP-000825,SUP-004,PROD-0099,2024-04-02,2024-04-18,2024-04-20,Delivered
SHIP-000826,SUP-013,PROD-0020,2024-02-06,2024-02-22,2024-02-22,Delivered
SHIP-000827,SUP-019,PROD-0010,2024-08-28,2024-09-01,2024-09-03,Delivered
SHIP-000828,SUP-001,PROD-0024,2024-02-15,2024-02-22,2024-02-24,Delivered
SHIP-000829,SUP-019,PROD-0067,2024-05-13,2024-05-17,2024-05-17,Delivered
SHIP-000830,SUP-008,PROD-0019,2024-07-12,2024-08-04,2024-08-02,Delivered
SHIP-000831,SUP-008,PROD-0049,2024-11-29,2024-12-22,2024-12-21,Delivered
SHIP-000832,SUP-004,PROD-0034,2024-05-26,2024-06-11,2024-06-11,Delivered
SHIP-000833,SUP-013,PROD-0062,2024-05-20,2024-06-05,2024-06-06,Delivered
SHIP-000834,SUP-013,PROD-0002,2024-12-20,2025-01-05,2025-01-03,Delivered
SHIP-000835,SUP-004,PROD-0064,2024-11-29,2024-12-15,2024-12-14,Delivered
SHIP-000836,SUP-005,PROD-0055,2024-10-29,2024-11-03,2024-11-03,Delivered
SHIP-000837,SUP-002,PROD-0064,2024-05-02,2024-05-26,2024-05-27,Delivered
SHIP-000838,SUP-006,PROD-0035,2024-10-03,2024-10-22,2024-10-22,Delivered
SHIP-000839,SUP-010,PROD-0066,2024-06-15,2024-07-06,2024-07-07,Delivered
SHIP-000840,SUP-018,PROD-0035,2024-04-17,2024-05-09,2024-05-13,Delayed
SHIP-000841,SUP-012,PROD-0038,2024-03-20,2024-04-17,2024-04-15,Delivered
SHIP-000842,SUP-006,PROD-0072,2024-11-22,2024-12-11,2024-12-09,Delivered
SHIP-000843,SUP-008,PROD-0050,2024-04-03,2024-04-26,2024-04-25,Delivered
SHIP-000844,SUP-020,PROD-0084,2024-02-18,2024-03-09,2024-03-13,Delayed
SHIP-000845,SUP-019,PROD-0060,2024-06-12,2024-06-16,2024-06-17,Delivered
SHIP-000846,SUP-003,PROD-0074,2024-10-10,2024-10-30,2024-10-29,Delivered
SHIP-000847,SUP-013,PROD-0081,2024-08-25,2024-09-10,2024-09-11,Delivered
SHIP-000848,SUP-013,PROD-0061,2024-01-27,2024-02-12,2024-02-12,Delivered
SHIP-000849,SUP-015,PROD-0005,2024-01-15,2024-02-11,2024-02-13,Delivered
SHIP-000850,SUP-004,PROD-0075,2024-07-08,2024-07-24,2024-07-27,Delayed
SHIP-000851,SUP-015,PROD-0071,2024-11-22,2024-12-19,2024-12-18,Delivered
SHIP-000852,SUP-012,PROD-0036,2024-07-16,2024-08-13,2024-08-12,Delivered
SHIP-000853,SUP-004,PROD-0050,2024-08-15,2024-08-31,2024-08-31,Delivered
SHIP-000854,SUP-011,PROD-0090,2024-12-02,2025-01-01,,In Transit
SHIP-000855,SUP-012,PROD-0073,2024-08-19,2024-09-16,2024-09-17,Delivered
SHIP-000856,SUP-020,PROD-0079,2024-11-06,2024-11-26,2024-11-26,Delivered
SHIP-000857,SUP-015,PROD-0078,2024-09-08,2024-10-05,2024-10-07,Delivered
SHIP-000858,SUP-013,PROD-0005,2024-11-14,2024-11-30,2024-12-06,Delayed
SHIP-000859,SUP-019,PROD-0040,2024-08-13,2024-08-17,2024-08-19,Delivered
SHIP-000860,SUP-019,PROD-0072,2024-09-12,2024-09-16,2024-09-16,Delivered
SHIP-000861,SUP-019,PROD-0091,2024-03-24,2024-03-28,2024-03-27,Delivered
SHIP-000862,SUP-007,PROD-0010,2024-11-13,2024-12-03,2024-12-04,Delivered
SHIP-000863,SUP-003,PROD-0035,2024-04-09,2024-04-29,2024-04-27,Delivered
SHIP-000864,SUP-018,PROD-0002,2024-09-22,2024-10-14,2024-10-14,Delivered
SHIP-000865,SUP-013,PROD-0044,2024-05-17,2024-06-02,2024-06-04,Delivered
SHIP-000866,SUP-013,PROD-0036,2024-10-06,2024-10-22,2024-10-24,Delivered
SHIP-000867,SUP-003,PROD-0013,2024-07-04,2024-07-24,2024-07-26,Delivered
SHIP-000868,SUP-005,PROD-0012,2024-03-19,2024-03-24,2024-03-25,Delivered
SHIP-000869,SUP-014,PROD-0004,2024-03-16,2024-03-23,2024-03-21,Delivered
SHIP-000870,SUP-013,PROD-0002,2024-02-21,2024-03-08,2024-03-08,Delivered
SHIP-000871,SUP-015,PROD-0081,2024-02-23,2024-03-21,2024-03-23,Delivered
SHIP-000872,SUP-018,PROD-0037,2024-06-09,2024-07-01,2024-07-01,Delivered
SHIP-000873,SUP-011,PROD-0050,2024-08-16,2024-09-15,2024-09-25,Delayed
SHIP-000874,SUP-011,PROD-0071,2024-02-20,2024-03-21,2024-03-21,Delivered
SHIP-000875,SUP-011,PROD-0097,2024-04-24,2024-05-24,2024-05-23,Delivered
SHIP-000876,SUP-011,PROD-0060,2024-02-06,2024-03-07,2024-03-17,Delayed
SHIP-000877,SUP-007,PROD-0010,2024-10-20,2024-11-09,2024-11-15,Delayed
SHIP-000878,SUP-012,PROD-0021,2024-02-06,2024-03-05,2024-03-11,Delayed
SHIP-000879,SUP-017,PROD-0078,2024-11-24,2024-12-08,2024-12-09,Delivered
SHIP-000880,SUP-008,PROD-0042,2024-06-17,2024-07-10,2024-07-08,Delivered
SHIP-000881,SUP-018,PROD-0003,2024-11-11,2024-12-03,2024-12-07,Delayed
SHIP-000882,SUP-005,PROD-0019,2024-08-25,2024-08-30,2024-08-28,Delivered
SHIP-000883,SUP-010,PROD-0097,2024-03-13,2024-04-03,2024-04-01,Delivered
SHIP-000884,SUP-008,PROD-0100,2024-01-11,2024-02-03,2024-02-02,Delivered
SHIP-000885,SUP-004,PROD-0030,2024-09-12,2024-09-28,2024-09-28,Delivered
SHIP-000886,SUP-016,PROD-0048,2024-12-05,2024-12-10,2024-12-12,Delivered
SHIP-000887,SUP-017,PROD-0081,2024-09-24,2024-10-08,2024-10-09,Delivered
SHIP-000888,SUP-004,PROD-0092,2024-01-29,2024-02-14,2024-02-22,Delayed
SHIP-000889,SUP-005,PROD-0084,2024-03-02,2024-03-07,2024-03-07,Delivered
SHIP-000890,SUP-005,PROD-0009,2024-04-26,2024-05-01,2024-04-29,Delivered
SHIP-000891,SUP-015,PROD-0020,2024-11-28,2024-12-25,2024-12-24,Delivered
SHIP-000892,SUP-011,PROD-0030,2024-02-18,2024-03-19,2024-03-17,Delivered
SHIP-000893,SUP-014,PROD-0005,2024-06-18,2024-06-25,2024-07-05,Delayed
