shipment_id,product_id,supplier_id,warehouse_id,order_date,expected_date,actual_date,quantity,unit_cost,total_cost,delay_days,on_time,defective_units
SHP-003966,PROD-0054,SUP-14,WH-04,2024-12-28,2025-02-07,2025-02-14,138,372.5,51405.0,7,False,6
SHP-003967,PROD-0055,SUP-15,WH-05,2022-01-01,2022-02-01,2022-02-01,273,105.78,28877.94,0,True,3
SHP-003968,PROD-0055,SUP-15,WH-05,2022-01-17,2022-02-01,2022-02-01,460,105.78,48658.8,0,True,5
SHP-003969,PROD-0055,SUP-15,WH-05,2022-02-02,2022-03-09,2022-03-09,373,105.78,39455.94,0,True,4
SHP-003970,PROD-0055,SUP-15,WH-05,2022-02-18,2022-02-21,2022-02-21,481,105.78,50880.18,0,True,6
SHP-003971,PROD-0055,SUP-15,WH-05,2022-03-06,2022-03-26,2022-03-26,183,105.78,19357.74,0,True,2
SHP-003972,PROD-0055,SUP-15,WH-05,2022-03-22,2022-04-03,2022-04-03,215,105.78,22742.7,0,True,2
SHP-003973,PROD-0055,SUP-15,WH-05,2022-04-07,2022-04-26,2022-04-26,63,105.78,6664.14,0,True,0
SHP-003974,PROD-0055,SUP-15,WH-05,2022-04-23,2022-05-13,2022-05-13,444,105.78,46966.32,0,True,5
SHP-003975,PROD-0055,SUP-15,WH-05,2022-05-09,2022-05-28,2022-05-28,366,105.78,38715.48,0,True,4
SHP-003976,PROD-0055,SUP-15,WH-05,2022-05-25,2022-06-05,2022-06-05,90,105.78,9520.2,0,True,1
SHP-003977,PROD-0055,SUP-15,WH-05,2022-06-10,2022-06-30,2022-06-30,430,105.78,45485.4,0,True,5
SHP-003978,PROD-0055,SUP-15,WH-05,2022-06-26,2022-07-16,2022-07-16,282,105.78,29829.96,0,True,3
SHP-003979,PROD-0055,SUP-15,WH-05,2022-07-12,2022-08-02,2022-08-02,233,105.78,24646.74,0,True,2
SHP-003980,PROD-0055,SUP-15,WH-05,2022-07-28,2022-08-06,2022-08-06,163,105.78,17242.14,0,True,2
SHP-003981,PROD-0055,SUP-15,WH-05,2022-08-13,2022-09-11,2022-09-11,480,105.78,50774.4,0,True,6
SHP-003982,PROD-0055,SUP-15,WH-05,2022-08-29,2022-09-13,2022-09-13,463,105.78,48976.14,0,True,5
SHP-003983,PROD-0055,SUP-15,WH-05,2022-09-14,2022-10-06,2022-10-06,183,105.78,19357.74,0,True,2
SHP-003984,PROD-0055,SUP-15,WH-05,2022-09-30,2022-10-23,2022-10-23,92,105.78,9731.76,0,True,1
SHP-003985,PROD-0055,SUP-15,WH-05,2022-10-16,2022-11-08,2022-11-08,376,105.78,39773.28,0,True,4
SHP-003986,PROD-0055,SUP-15,WH-05,2022-11-01,2022-11-13,2022-11-13,106,105.78,11212.68,0,True,1
SHP-003987,PROD-0055,SUP-15,WH-05,2022-11-17,2022-11-23,2022-11-23,112,105.78,11847.36,0,True,1
SHP-003988,PROD-0055,SUP-15,WH-05,2022-12-03,2023-01-03,2023-01-03,184,105.78,19463.52,0,True,2
SHP-003989,PROD-0055,SUP-15,WH-05,2022-12-19,2023-01-16,2023-01-16,303,105.78,32051.34,0,True,3
SHP-003990,PROD-0055,SUP-15,WH-05,2023-01-04,2023-02-04,2023-02-04,479,105.78,50668.62,0,True,5
SHP-003991,PROD-0055,SUP-15,WH-05,2023-01-20,2023-02-09,2023-02-09,301,105.78,31839.78,0,True,3
SHP-003992,PROD-0055,SUP-15,WH-05,2023-02-05,2023-03-02,2023-03-02,87,105.78,9202.86,0,True,1
SHP-003993,PROD-0055,SUP-15,WH-05,2023-02-21,2023-03-06,2023-03-06,89,105.78,9414.42,0,True,1
SHP-003994,PROD-0055,SUP-15,WH-05,2023-03-09,2023-03-31,2023-03-31,242,105.78,25598.76,0,True,3
SHP-003995,PROD-0055,SUP-15,WH-05,2023-03-25,2023-04-14,2023-04-14,280,105.78,29618.4,0,True,3
SHP-003996,PROD-0055,SUP-15,WH-05,2023-04-10,2023-05-02,2023-05-02,202,105.78,21367.56,0,True,2
SHP-003997,PROD-0055,SUP-15,WH-05,2023-04-26,2023-05-15,2023-05-15,387,105.78,40936.86,0,True,4
SHP-003998,PROD-0055,SUP-15,WH-05,2023-05-12,2023-06-08,2023-06-08,487,105.78,51514.86,0,True,6
SHP-003999,PROD-0055,SUP-15,WH-05,2023-05-28,2023-06-10,2023-06-10,225,105.78,23800.5,0,True,2
SHP-004000,PROD-0055,SUP-15,WH-05,2023-06-13,2023-06-30,2023-06-30,364,105.78,38503.92,0,True,4
SHP-004001,PROD-0055,SUP-15,WH-05,2023-06-29,2023-07-19,2023-07-19,131,105.78,13857.18,0,True,1
SHP-004002,PROD-0055,SUP-15,WH-05,2023-07-15,2023-08-09,2023-08-09,112,105.78,11847.36,0,True,1
SHP-004003,PROD-0055,SUP-15,WH-05,2023-07-31,2023-08-23,2023-08-23,324,105.78,34272.72,0,True,4
SHP-004004,PROD-0055,SUP-15,WH-05,2023-08-16,2023-09-14,2023-09-14,439,105.78,46437.42,0,True,5
SHP-004005,PROD-0055,SUP-15,WH-05,2023-09-01,2023-10-03,2023-10-03,236,105.78,24964.08,0,True,2
SHP-004006,PROD-0055,SUP-15,WH-05,2023-09-17,2023-10-11,2023-10-11,65,105.78,6875.7,0,True,0
SHP-004007,PROD-0055,SUP-15,WH-05,2023-10-03,2023-10-24,2023-10-24,92,105.78,9731.76,0,True,1
SHP-004008,PROD-0055,SUP-15,WH-05,2023-10-19,2023-10-30,2023-10-30,114,105.78,12058.92,0,True,1
SHP-004009,PROD-0055,SUP-15,WH-05,2023-11-04,2023-11-13,2023-11-13,152,105.78,16078.56,0,True,1
SHP-004010,PROD-0055,SUP-15,WH-05,2023-11-20,2023-11-29,2023-11-29,332,105.78,35118.96,0,True,4
SHP-004011,PROD-0055,SUP-15,WH-05,2023-12-06,2023-12-18,2023-12-18,431,105.78,45591.18,0,True,5
SHP-004012,PROD-0055,SUP-15,WH-05,2023-12-22,2024-01-15,2024-01-15,312,105.78,33003.36,0,True,3
SHP-004013,PROD-0055,SUP-15,WH-05,2024-01-07,2024-01-17,2024-01-17,178,105.78,18828.84,0,True,2
SHP-004014,PROD-0055,SUP-15,WH-05,2024-01-23,2024-02-21,2024-02-21,483,105.78,51091.74,0,True,6
SHP-004015,PROD-0055,SUP-15,WH-05,2024-02-08,2024-02-28,2024-02-28,251,105.78,26550.78,0,True,3
SHP-004016,PROD-0055,SUP-15,WH-05,2024-02-24,2024-03-06,2024-03-06,442,105.78,46754.76,0,True,5
SHP-004017,PROD-0055,SUP-15,WH-05,2024-03-11,2024-04-10,2024-04-10,456,105.78,48235.68,0,True,5
SHP-004018,PROD-0055,SUP-15,WH-05,2024-03-27,2024-04-25,2024-04-25,299,105.78,31628.22,0,True,3
SHP-004019,PROD-0055,SUP-15,WH-05,2024-04-12,2024-05-08,2024-05-08,266,105.78,28137.48,0,True,3
SHP-004020,PROD-0055,SUP-15,WH-05,2024-04-28,2024-05-18,2024-05-18,467,105.78,49399.26,0,True,5
SHP-004021,PROD-0055,SUP-15,WH-05,2024-05-14,2024-06-07,2024-06-07,360,105.78,38080.8,0,True,4
SHP-004022,PROD-0055,SUP-15,WH-05,2024-05-30,2024-06-06,2024-06-06,340,105.78,35965.2,0,True,4
SHP-004023,PROD-0055,SUP-15,WH-05,2024-06-15,2024-06-30,2024-06-30,373,105.78,39455.94,0,True,4
SHP-004024,PROD-0055,SUP-15,WH-05,2024-07-01,2024-07-16,2024-07-16,135,105.78,14280.3,0,True,1
SHP-004025,PROD-0055,SUP-15,WH-05,2024-07-17,2024-07-24,2024-07-24,179,105.78,18934.62,0,True,2
SHP-004026,PROD-0055,SUP-15,WH-05,2024-08-02,2024-08-20,2024-08-20,359,105.78,37975.02,0,True,4
SHP-004027,PROD-0055,SUP-15,WH-05,2024-08-18,2024-09-08,2024-09-08,321,105.78,33955.38,0,True,4
SHP-004028,PROD-0055,SUP-15,WH-05,2024-09-03,2024-09-16,2024-09-16,108,105.78,11424.24,0,True,1
SHP-004029,PROD-0055,SUP-15,WH-05,2024-09-19,2024-10-07,2024-10-07,269,105.78,28454.82,0,True,3
SHP-004030,PROD-0055,SUP-15,WH-05,2024-10-05,2024-10-21,2024-10-21,175,105.78,18511.5,0,True,2
SHP-004031,PROD-0055,SUP-15,WH-05,2024-10-21,2024-11-01,2024-11-01,240,105.78,25387.2,0,True,3
SHP-004032,PROD-0055,SUP-15,WH-05,2024-11-06,2024-11-29,2024-11-29,210,105.78,22213.8,0,True,2
SHP-004033,PROD-0055,SUP-15,WH-05,2024-11-22,2024-12-18,2024-12-18,402,105.78,42523.56,0,True,5
SHP-004034,PROD-0055,SUP-15,WH-05,2024-12-08,2025-01-02,2025-01-02,159,105.78,16819.02,0,True,1
SHP-004035,PROD-0055,SUP-15,WH-05,2024-12-24,2025-01-12,2025-01-12,214,105.78,22636.92,0,True,2
SHP-004036,PROD-0056,SUP-16,WH-01,2022-01-01,2022-01-28,2022-01-28,195,423.82,82644.9,0,True,13
SHP-004037,PROD-0056,SUP-16,WH-01,2022-01-14,2022-02-15,2022-02-15,161,423.82,68235.02,0,True,11
SHP-004038,PROD-0056,SUP-16,WH-01,2022-01-27,2022-03-09,2022-03-09,416,423.82,176309.12,0,True,28
SHP-004039,PROD-0056,SUP-16,WH-01,2022-02-09,2022-03-18,2022-03-28,463,423.82,196228.66,10,False,32
SHP-004040,PROD-0056,SUP-16,WH-01,2022-02-22,2022-03-19,2022-03-19,343,423.82,145370.26,0,True,23
SHP-004041,PROD-0056,SUP-16,WH-01,2022-03-07,2022-04-11,2022-04-11,437,423.82,185209.34,0,True,30
SHP-004042,PROD-0056,SUP-16,WH-01,2022-03-20,2022-04-23,2022-04-23,213,423.82,90273.66,0,True,14
SHP-004043,PROD-0056,SUP-16,WH-01,2022-04-02,2022-05-04,2022-05-04,460,423.82,194957.2,0,True,31
SHP-004044,PROD-0056,SUP-16,WH-01,2022-04-15,2022-05-20,2022-05-20,190,423.82,80525.8,0,True,13
SHP-004045,PROD-0056,SUP-16,WH-01,2022-04-28,2022-05-26,2022-05-26,281,423.82,119093.42,0,True,19
SHP-004046,PROD-0056,SUP-16,WH-01,2022-05-11,2022-06-22,2022-06-22,352,423.82,149184.64,0,True,24
SHP-004047,PROD-0056,SUP-16,WH-01,2022-05-24,2022-06-29,2022-06-29,60,423.82,25429.2,0,True,4
SHP-004048,PROD-0056,SUP-16,WH-01,2022-06-06,2022-07-19,2022-07-19,451,423.82,191142.82,0,True,31
SHP-004049,PROD-0056,SUP-16,WH-01,2022-06-19,2022-07-12,2022-07-12,52,423.82,22038.64,0,True,3
SHP-004050,PROD-0056,SUP-16,WH-01,2022-07-02,2022-08-06,2022-08-06,480,423.82,203433.6,0,True,33
SHP-004051,PROD-0056,SUP-16,WH-01,2022-07-15,2022-09-02,2022-09-02,323,423.82,136893.86,0,True,22
SHP-004052,PROD-0056,SUP-16,WH-01,2022-07-28,2022-08-26,2022-08-26,380,423.82,161051.6,0,True,26
SHP-004053,PROD-0056,SUP-16,WH-01,2022-08-10,2022-09-22,2022-09-22,98,423.82,41534.36,0,True,6
SHP-004054,PROD-0056,SUP-16,WH-01,2022-08-23,2022-09-28,2022-09-28,420,423.82,178004.4,0,True,29
SHP-004055,PROD-0056,SUP-16,WH-01,2022-09-05,2022-10-18,2022-10-18,435,423.82,184361.7,0,True,30
SHP-004056,PROD-0056,SUP-16,WH-01,2022-09-18,2022-10-19,2022-10-19,334,423.82,141555.88,0,True,23
SHP-004057,PROD-0056,SUP-16,WH-01,2022-10-01,2022-11-15,2022-11-15,363,423.82,153846.66,0,True,25
SHP-004058,PROD-0056,SUP-16,WH-01,2022-10-14,2022-11-22,2022-11-22,406,423.82,172070.92,0,True,28
SHP-004059,PROD-0056,SUP-16,WH-01,2022-10-27,2022-11-23,2022-11-23,378,423.82,160203.96,0,True,26
SHP-004060,PROD-0056,SUP-16,WH-01,2022-11-09,2022-12-20,2022-12-20,366,423.82,155118.12,0,True,25
SHP-004061,PROD-0056,SUP-16,WH-01,2022-11-22,2023-01-05,2023-01-05,74,423.82,31362.68,0,True,5
SHP-004062,PROD-0056,SUP-16,WH-01,2022-12-05,2023-01-19,2023-01-19,103,423.82,43653.46,0,True,7
SHP-004063,PROD-0056,SUP-16,WH-01,2022-12-18,2023-01-11,2023-01-17,420,423.82,178004.4,6,False,29
SHP-004064,PROD-0056,SUP-16,WH-01,2022-12-31,2023-02-05,2023-02-05,95,423.82,40262.9,0,True,6
SHP-004065,PROD-0056,SUP-16,WH-01,2023-01-13,2023-03-06,2023-03-06,465,423.82,197076.3,0,True,32
SHP-004066,PROD-0056,SUP-16,WH-01,2023-01-26,2023-03-04,2023-03-04,325,423.82,137741.5,0,True,22
SHP-004067,PROD-0056,SUP-16,WH-01,2023-02-08,2023-02-27,2023-02-28,494,423.82,209367.08,1,False,34
SHP-004068,PROD-0056,SUP-16,WH-01,2023-02-21,2023-04-01,2023-04-01,451,423.82,191142.82,0,True,31
SHP-004069,PROD-0056,SUP-16,WH-01,2023-03-06,2023-04-17,2023-04-17,205,423.82,86883.1,0,True,14
SHP-004070,PROD-0056,SUP-16,WH-01,2023-03-19,2023-05-04,2023-05-04,402,423.82,170375.64,0,True,27
SHP-004071,PROD-0056,SUP-16,WH-01,2023-04-01,2023-05-01,2023-05-01,244,423.82,103412.08,0,True,16
SHP-004072,PROD-0056,SUP-16,WH-01,2023-04-14,2023-05-08,2023-05-08,120,423.82,50858.4,0,True,8
SHP-004073,PROD-0056,SUP-16,WH-01,2023-04-27,2023-06-10,2023-06-10,114,423.82,48315.48,0,True,7
SHP-004074,PROD-0056,SUP-16,WH-01,2023-05-10,2023-06-13,2023-06-19,435,423.82,184361.7,6,False,30
SHP-004075,PROD-0056,SUP-16,WH-01,2023-05-23,2023-06-25,2023-07-05,261,423.82,110617.02,10,False,18
SHP-004076,PROD-0056,SUP-16,WH-01,2023-06-05,2023-07-02,2023-07-02,112,423.82,47467.84,0,True,7
SHP-004077,PROD-0056,SUP-16,WH-01,2023-06-18,2023-07-25,2023-07-25,345,423.82,146217.9,0,True,23
SHP-004078,PROD-0056,SUP-16,WH-01,2023-07-01,2023-07-30,2023-07-30,193,423.82,81797.26,0,True,13
SHP-004079,PROD-0056,SUP-16,WH-01,2023-07-14,2023-08-05,2023-08-05,297,423.82,125874.54,0,True,20
SHP-004080,PROD-0056,SUP-16,WH-01,2023-07-27,2023-08-25,2023-08-25,442,423.82,187328.44,0,True,30
SHP-004081,PROD-0056,SUP-16,WH-01,2023-08-09,2023-09-07,2023-09-07,230,423.82,97478.6,0,True,15
SHP-004082,PROD-0056,SUP-16,WH-01,2023-08-22,2023-09-12,2023-09-12,174,423.82,73744.68,0,True,12
SHP-004083,PROD-0056,SUP-16,WH-01,2023-09-04,2023-10-07,2023-10-07,488,423.82,206824.16,0,True,33
SHP-004084,PROD-0056,SUP-16,WH-01,2023-09-17,2023-10-13,2023-10-13,88,423.82,37296.16,0,True,6
SHP-004085,PROD-0056,SUP-16,WH-01,2023-09-30,2023-11-01,2023-11-01,56,423.82,23733.92,0,True,3
SHP-004086,PROD-0056,SUP-16,WH-01,2023-10-13,2023-11-20,2023-11-20,469,423.82,198771.58,0,True,32
SHP-004087,PROD-0056,SUP-16,WH-01,2023-10-26,2023-12-04,2023-12-04,103,423.82,43653.46,0,True,7
SHP-004088,PROD-0056,SUP-16,WH-01,2023-11-08,2023-11-30,2023-11-30,352,423.82,149184.64,0,True,24
SHP-004089,PROD-0056,SUP-16,WH-01,2023-11-21,2024-01-02,2024-01-02,489,423.82,207247.98,0,True,33
SHP-004090,PROD-0056,SUP-16,WH-01,2023-12-04,2024-01-21,2024-01-21,209,423.82,88578.38,0,True,14
SHP-004091,PROD-0056,SUP-16,WH-01,2023-12-17,2024-01-25,2024-01-25,128,423.82,54248.96,0,True,8
SHP-004092,PROD-0056,SUP-16,WH-01,2023-12-30,2024-02-15,2024-02-15,116,423.82,49163.12,0,True,8
SHP-004093,PROD-0056,SUP-16,WH-01,2024-01-12,2024-02-19,2024-02-23,247,423.82,104683.54,4,False,17
SHP-004094,PROD-0056,SUP-16,WH-01,2024-01-25,2024-02-28,2024-03-07,312,423.82,132231.84,8,False,21
SHP-004095,PROD-0056,SUP-16,WH-01,2024-02-07,2024-03-08,2024-03-08,146,423.82,61877.72,0,True,10
SHP-004096,PROD-0056,SUP-16,WH-01,2024-02-20,2024-03-31,2024-03-31,134,423.82,56791.88,0,True,9
SHP-004097,PROD-0056,SUP-16,WH-01,2024-03-04,2024-03-28,2024-03-28,495,423.82,209790.9,0,True,34
SHP-004098,PROD-0056,SUP-16,WH-01,2024-03-17,2024-04-25,2024-04-25,125,423.82,52977.5,0,True,8
SHP-004099,PROD-0056,SUP-16,WH-01,2024-03-30,2024-05-17,2024-05-25,431,423.82,182666.42,8,False,29
SHP-004100,PROD-0056,SUP-16,WH-01,2024-04-12,2024-05-20,2024-05-20,285,423.82,120788.7,0,True,19
SHP-004101,PROD-0056,SUP-16,WH-01,2024-04-25,2024-05-14,2024-05-14,293,423.82,124179.26,0,True,20
SHP-004102,PROD-0056,SUP-16,WH-01,2024-05-08,2024-06-09,2024-06-09,230,423.82,97478.6,0,True,15
SHP-004103,PROD-0056,SUP-16,WH-01,2024-05-21,2024-07-02,2024-07-02,331,423.82,140284.42,0,True,23
SHP-004104,PROD-0056,SUP-16,WH-01,2024-06-03,2024-07-04,2024-07-04,158,423.82,66963.56,0,True,10
SHP-004105,PROD-0056,SUP-16,WH-01,2024-06-16,2024-07-26,2024-07-26,270,423.82,114431.4,0,True,18
SHP-004106,PROD-0056,SUP-16,WH-01,2024-06-29,2024-07-22,2024-07-22,275,423.82,116550.5,0,True,19
SHP-004107,PROD-0056,SUP-16,WH-01,2024-07-12,2024-07-31,2024-07-31,75,423.82,31786.5,0,True,5
SHP-004108,PROD-0056,SUP-16,WH-01,2024-07-25,2024-08-29,2024-08-29,266,423.82,112736.12,0,True,18
SHP-004109,PROD-0056,SUP-16,WH-01,2024-08-07,2024-08-24,2024-08-24,256,423.82,108497.92,0,True,17
SHP-004110,PROD-0056,SUP-16,WH-01,2024-08-20,2024-10-03,2024-10-03,321,423.82,136046.22,0,True,22
SHP-004111,PROD-0056,SUP-16,WH-01,2024-09-02,2024-09-30,2024-09-30,271,423.82,114855.22,0,True,18
SHP-004112,PROD-0056,SUP-16,WH-01,2024-09-15,2024-10-22,2024-10-22,380,423.82,161051.6,0,True,26
SHP-004113,PROD-0056,SUP-16,WH-01,2024-09-28,2024-11-12,2024-11-16,162,423.82,68658.84,4,False,11
SHP-004114,PROD-0056,SUP-16,WH-01,2024-10-11,2024-11-15,2024-11-15,68,423.82,28819.76,0,True,4
SHP-004115,PROD-0056,SUP-16,WH-01,2024-10-24,2024-11-21,2024-11-21,83,423.82,35177.06,0,True,5
SHP-004116,PROD-0056,SUP-16,WH-01,2024-11-06,2024-12-05,2024-12-05,165,423.82,69930.3,0,True,11
SHP-004117,PROD-0056,SUP-16,WH-01,2024-11-19,2024-12-26,2024-12-26,257,423.82,108921.74,0,True,17
SHP-004118,PROD-0056,SUP-16,WH-01,2024-12-02,2024-12-29,2024-12-29,162,423.82,68658.84,0,True,11
SHP-004119,PROD-0056,SUP-16,WH-01,2024-12-15,2025-01-17,2025-01-17,404,423.82,171223.28,0,True,28
SHP-004120,PROD-0056,SUP-16,WH-01,2024-12-28,2025-02-01,2025-02-01,137,423.82,58063.34,0,True,9
SHP-004121,PROD-0057,SUP-17,WH-02,2022-01-01,2022-01-22,2022-01-22,411,69.76,28671.36,0,True,14
SHP-004122,PROD-0057,SUP-17,WH-02,2022-01-14,2022-01-28,2022-01-28,51,69.76,3557.76,0,True,1
SHP-004123,PROD-0057,SUP-17,WH-02,2022-01-27,2022-02-20,2022-02-20,408,69.76,28462.08,0,True,14
SHP-004124,PROD-0057,SUP-17,WH-02,2022-02-09,2022-03-06,2022-03-06,206,69.76,14370.56,0,True,7
SHP-004125,PROD-0057,SUP-17,WH-02,2022-02-22,2022-03-13,2022-03-13,172,69.76,11998.72,0,True,6
SHP-004126,PROD-0057,SUP-17,WH-02,2022-03-07,2022-03-31,2022-03-31,85,69.76,5929.6,0,True,2
SHP-004127,PROD-0057,SUP-17,WH-02,2022-03-20,2022-04-09,2022-04-09,283,69.76,19742.08,0,True,9
SHP-004128,PROD-0057,SUP-17,WH-02,2022-04-02,2022-04-18,2022-04-21,391,69.76,27276.16,3,False,13
SHP-004129,PROD-0057,SUP-17,WH-02,2022-04-15,2022-05-05,2022-05-05,60,69.76,4185.6,0,True,2
SHP-004130,PROD-0057,SUP-17,WH-02,2022-04-28,2022-05-13,2022-05-16,89,69.76,6208.64,3,False,3
SHP-004131,PROD-0057,SUP-17,WH-02,2022-05-11,2022-06-03,2022-06-03,486,69.76,33903.36,0,True,17
SHP-004132,PROD-0057,SUP-17,WH-02,2022-05-24,2022-06-18,2022-06-18,292,69.76,20369.92,0,True,10
SHP-004133,PROD-0057,SUP-17,WH-02,2022-06-06,2022-07-10,2022-07-10,497,69.76,34670.72,0,True,17
SHP-004134,PROD-0057,SUP-17,WH-02,2022-06-19,2022-07-17,2022-07-17,73,69.76,5092.48,0,True,2
SHP-004135,PROD-0057,SUP-17,WH-02,2022-07-02,2022-07-29,2022-07-29,398,69.76,27764.48,0,True,13
SHP-004136,PROD-0057,SUP-17,WH-02,2022-07-15,2022-07-30,2022-07-30,318,69.76,22183.68,0,True,11
SHP-004137,PROD-0057,SUP-17,WH-02,2022-07-28,2022-08-21,2022-08-21,125,69.76,8720.0,0,True,4
SHP-004138,PROD-0057,SUP-17,WH-02,2022-08-10,2022-09-03,2022-09-03,205,69.76,14300.8,0,True,7
SHP-004139,PROD-0057,SUP-17,WH-02,2022-08-23,2022-09-12,2022-09-12,281,69.76,19602.56,0,True,9
SHP-004140,PROD-0057,SUP-17,WH-02,2022-09-05,2022-09-22,2022-09-22,329,69.76,22951.04,0,True,11
SHP-004141,PROD-0057,SUP-17,WH-02,2022-09-18,2022-10-12,2022-10-12,179,69.76,12487.04,0,True,6
SHP-004142,PROD-0057,SUP-17,WH-02,2022-10-01,2022-10-16,2022-10-16,473,69.76,32996.48,0,True,16
SHP-004143,PROD-0057,SUP-17,WH-02,2022-10-14,2022-11-04,2022-11-04,220,69.76,15347.2,0,True,7
SHP-004144,PROD-0057,SUP-17,WH-02,2022-10-27,2022-11-21,2022-11-21,488,69.76,34042.88,0,True,17
SHP-004145,PROD-0057,SUP-17,WH-02,2022-11-09,2022-12-03,2022-12-03,355,69.76,24764.8,0,True,12
SHP-004146,PROD-0057,SUP-17,WH-02,2022-11-22,2022-12-16,2022-12-16,401,69.76,27973.76,0,True,14
SHP-004147,PROD-0057,SUP-17,WH-02,2022-12-05,2022-12-27,2022-12-27,60,69.76,4185.6,0,True,2
SHP-004148,PROD-0057,SUP-17,WH-02,2022-12-18,2023-01-07,2023-01-10,488,69.76,34042.88,3,False,17
SHP-004149,PROD-0057,SUP-17,WH-02,2022-12-31,2023-01-20,2023-01-20,122,69.76,8510.72,0,True,4
SHP-004150,PROD-0057,SUP-17,WH-02,2023-01-13,2023-01-25,2023-01-25,175,69.76,12208.0,0,True,6
SHP-004151,PROD-0057,SUP-17,WH-02,2023-01-26,2023-02-13,2023-02-13,270,69.76,18835.2,0,True,9
SHP-004152,PROD-0057,SUP-17,WH-02,2023-02-08,2023-03-06,2023-03-06,95,69.76,6627.2,0,True,3
SHP-004153,PROD-0057,SUP-17,WH-02,2023-02-21,2023-03-15,2023-03-15,243,69.76,16951.68,0,True,8
SHP-004154,PROD-0057,SUP-17,WH-02,2023-03-06,2023-04-02,2023-04-02,190,69.76,13254.4,0,True,6
SHP-004155,PROD-0057,SUP-17,WH-02,2023-03-19,2023-04-09,2023-04-09,280,69.76,19532.8,0,True,9
SHP-004156,PROD-0057,SUP-17,WH-02,2023-04-01,2023-05-02,2023-05-02,397,69.76,27694.72,0,True,13
SHP-004157,PROD-0057,SUP-17,WH-02,2023-04-14,2023-05-06,2023-05-06,250,69.76,17440.0,0,True,8
SHP-004158,PROD-0057,SUP-17,WH-02,2023-04-27,2023-05-25,2023-05-25,191,69.76,13324.16,0,True,6
SHP-004159,PROD-0057,SUP-17,WH-02,2023-05-10,2023-06-05,2023-06-05,346,69.76,24136.96,0,True,12
SHP-004160,PROD-0057,SUP-17,WH-02,2023-05-23,2023-06-17,2023-06-17,477,69.76,33275.52,0,True,16
SHP-004161,PROD-0057,SUP-17,WH-02,2023-06-05,2023-07-03,2023-07-03,457,69.76,31880.32,0,True,15
SHP-004162,PROD-0057,SUP-17,WH-02,2023-06-18,2023-07-16,2023-07-16,455,69.76,31740.8,0,True,15
SHP-004163,PROD-0057,SUP-17,WH-02,2023-07-01,2023-07-23,2023-07-23,106,69.76,7394.56,0,True,3
SHP-004164,PROD-0057,SUP-17,WH-02,2023-07-14,2023-08-05,2023-08-05,400,69.76,27904.0,0,True,14
SHP-004165,PROD-0057,SUP-17,WH-02,2023-07-27,2023-08-20,2023-08-20,126,69.76,8789.76,0,True,4
SHP-004166,PROD-0057,SUP-17,WH-02,2023-08-09,2023-09-07,2023-09-16,369,69.76,25741.44,9,False,12
SHP-004167,PROD-0057,SUP-17,WH-02,2023-08-22,2023-09-16,2023-09-16,205,69.76,14300.8,0,True,7
SHP-004168,PROD-0057,SUP-17,WH-02,2023-09-04,2023-10-03,2023-10-03,459,69.76,32019.84,0,True,16
SHP-004169,PROD-0057,SUP-17,WH-02,2023-09-17,2023-10-11,2023-10-11,70,69.76,4883.2,0,True,2
SHP-004170,PROD-0057,SUP-17,WH-02,2023-09-30,2023-10-20,2023-10-20,353,69.76,24625.28,0,True,12
SHP-004171,PROD-0057,SUP-17,WH-02,2023-10-13,2023-10-30,2023-10-30,206,69.76,14370.56,0,True,7
SHP-004172,PROD-0057,SUP-17,WH-02,2023-10-26,2023-11-20,2023-11-20,388,69.76,27066.88,0,True,13
SHP-004173,PROD-0057,SUP-17,WH-02,2023-11-08,2023-11-28,2023-11-28,178,69.76,12417.28,0,True,6
SHP-004174,PROD-0057,SUP-17,WH-02,2023-11-21,2023-12-16,2023-12-16,195,69.76,13603.2,0,True,6
SHP-004175,PROD-0057,SUP-17,WH-02,2023-12-04,2023-12-27,2023-12-27,390,69.76,27206.4,0,True,13
SHP-004176,PROD-0057,SUP-17,WH-02,2023-12-17,2024-01-07,2024-01-07,94,69.76,6557.44,0,True,3
SHP-004177,PROD-0057,SUP-17,WH-02,2023-12-30,2024-01-18,2024-01-18,425,69.76,29648.0,0,True,14
SHP-004178,PROD-0057,SUP-17,WH-02,2024-01-12,2024-02-02,2024-02-02,91,69.76,6348.16,0,True,3
SHP-004179,PROD-0057,SUP-17,WH-02,2024-01-25,2024-02-12,2024-02-12,292,69.76,20369.92,0,True,10
SHP-004180,PROD-0057,SUP-17,WH-02,2024-02-07,2024-02-26,2024-02-26,397,69.76,27694.72,0,True,13
SHP-004181,PROD-0057,SUP-17,WH-02,2024-02-20,2024-03-03,2024-03-03,254,69.76,17719.04,0,True,8
SHP-004182,PROD-0057,SUP-17,WH-02,2024-03-04,2024-03-17,2024-03-17,204,69.76,14231.04,0,True,7
SHP-004183,PROD-0057,SUP-17,WH-02,2024-03-17,2024-04-09,2024-04-09,338,69.76,23578.88,0,True,11
SHP-004184,PROD-0057,SUP-17,WH-02,2024-03-30,2024-04-30,2024-04-30,215,69.76,14998.4,0,True,7
SHP-004185,PROD-0057,SUP-17,WH-02,2024-04-12,2024-05-05,2024-05-05,399,69.76,27834.24,0,True,13
SHP-004186,PROD-0057,SUP-17,WH-02,2024-04-25,2024-05-18,2024-05-18,119,69.76,8301.44,0,True,4
